Mathematics, Language, Science, History, English, Physical_Education, Art,mean_sciences,mean_humanities,Total_mean
5.2,6.1,5.7,6.9,5.4,7.6,6.4,5.45,6.50,6.19
5.9,6.6,5.2,7.1,5.9,6.5,7.9,5.55,6.85,6.44
6.1,6.6,5,6.7,6,7.7,7.9,5.55,6.65,6.57
4.7,7.8,5.4,5.8,6.8,7.7,6.9,5.05,6.80,6.44
5.1,5.4,5.5,7.2,6.9,8.4,5.7,5.30,6.30,6.31
4.8,6.2,6.1,6.1,5.2,7.5,5.6,5.45,6.15,5.93
4.8,7,4.9,6.6,4.4,8.2,7.9,4.85,6.80,6.26
6.1,6.4,5.5,6.8,5.1,5.7,7.2,5.80,6.60,6.11
5.7,7.7,6.3,8.5,5.2,7.7,8.1,6.00,8.10,7.03
5.2,6.6,6.2,5.7,7.5,9.4,5.2,5.70,6.15,6.54
4.7,6.7,5.1,6.5,5.3,8.4,7.6,4.90,6.60,6.33
5.9,6.7,5.1,6.5,6.7,6.8,7,5.50,6.60,6.39
6.3,6.1,5.9,5.9,6.7,6.4,6.2,6.10,6.00,6.21
5.7,7.6,4.4,5.9,5.1,7,6.4,5.05,6.75,6.01
6.4,6.6,5.7,7.1,6.2,8.5,8.6,6.05,6.85,7.01
5.3,7.4,4.2,6.1,5.7,8.5,6.5,4.75,6.75,6.24
6.8,5.8,5.1,7.5,5.7,8.3,6.8,5.95,6.65,6.57
6.8,6.5,6.1,5.5,6.7,5.4,6.7,6.45,6.00,6.24
4.5,6.3,5.7,7,5.2,8.4,5.9,5.10,6.65,6.14
4.9,6.4,5.1,6.5,4.7,7.3,5.1,5.00,6.45,5.71
4.7,7.2,5.8,6.7,4.3,5.8,6.7,5.25,6.95,5.89
6.3,5.1,6.2,6,6.4,7.9,8,6.25,5.55,6.56
5.7,7.2,5.6,6.2,6,8.8,6.4,5.65,6.70,6.56
6,7.3,5.7,5.6,5.9,8.5,6.4,5.85,6.45,6.49
5.7,6.5,6.8,4.9,6.6,8.1,6.9,6.25,5.70,6.50
5.2,6.6,5.5,6.6,5.9,7.6,6.8,5.35,6.60,6.31
5.8,5.6,5.6,5.8,6.5,7,5.9,5.70,5.70,6.03
5.3,6,6.2,5.9,5.2,5.1,7.7,5.75,5.95,5.91
5.1,5.3,6.5,6.1,5.7,8.1,6.1,5.80,5.70,6.13
5.2,7.5,5.7,6.8,5.9,6.4,6.4,5.45,7.15,6.27
5.1,5.6,6.3,6.4,6.7,7.1,6.4,5.70,6.00,6.23
4.3,5.9,5.2,7.3,6.5,8.1,7.1,4.75,6.60,6.34
6.3,6.5,4.8,6.9,6.1,8.3,6.6,5.55,6.70,6.50
5.4,6.4,6.4,7.1,5.4,8.5,7.7,5.90,6.75,6.70
5.5,6.4,4.3,7.3,6.6,6.1,5.9,4.90,6.85,6.01
6.4,7,6,6.7,5.9,8.6,8.6,6.20,6.85,7.03
5.5,5.6,5.2,5.6,5.8,7.5,6.9,5.35,5.60,6.01
4.8,6,5,6.3,6.4,9,7.6,4.90,6.15,6.44
5.4,6.2,4.4,6.2,5.3,9.9,7.7,4.90,6.20,6.44
5.2,7.4,5.4,7.2,6.7,7.5,6.4,5.30,7.30,6.54
5.8,7.1,5.4,5.8,7.1,4.9,5.9,5.60,6.45,6.00
4.9,6.1,5.1,5.5,5.3,5.9,6.3,5.00,5.80,5.59
6.1,5.5,5.1,5.8,5.9,5.3,5.3,5.60,5.65,5.57
6.2,7.7,5.2,7.4,5.3,9.4,7.6,5.70,7.55,6.97
4.7,7,5.2,6.7,5.3,7.6,5.8,4.95,6.85,6.04
5.5,7.4,5.1,6.7,5.7,7,5.2,5.30,7.05,6.09
5.2,5.6,5.5,7,4.5,6.1,6.6,5.35,6.30,5.79
4.8,6.8,4.8,6.2,5.3,8.6,7.2,4.80,6.50,6.24
5.9,6.5,4,6.9,5.5,7.9,7.4,4.95,6.70,6.30
5.8,6.2,6.1,6,4.9,7,6.8,5.95,6.10,6.11
6.2,5.8,4.3,5.8,5.8,6.9,6.5,5.25,5.80,5.90
6.2,7.3,6,6.5,6.6,8.3,4.9,6.10,6.90,6.54
5.7,6.2,5.8,6.2,5.5,7.9,8.4,5.75,6.20,6.53
5.5,4.4,5.1,5.2,5.9,6.1,8.6,5.30,4.80,5.83
5.6,5.5,4.9,6.7,4.2,8.4,6.8,5.25,6.10,6.01
4.8,6.3,5.8,7.4,7.1,7.8,7.6,5.30,6.85,6.69
5.4,5.3,5.4,7.7,7.6,7,6.8,5.40,6.50,6.46
5.7,5.4,5.2,7.8,6.2,6.9,7.9,5.45,6.60,6.44
5.4,6.9,5.8,5.2,6.5,6,8.9,5.60,6.05,6.39
6.6,6.6,5.8,7.3,5.3,7.8,6.5,6.20,6.95,6.56
6.6,6,6.1,6.3,5.3,5.9,7.1,6.35,6.15,6.19
5.4,5.8,5.3,6.3,6.9,7.1,8.1,5.35,6.05,6.41
5.8,6.2,5.2,6,6.3,8.6,7.4,5.50,6.10,6.50
7.1,6.5,6.2,6.3,7.1,6.2,6,6.65,6.40,6.49
5.5,5.3,5.9,6.1,7.1,6.4,7.2,5.70,5.70,6.21
5.5,7.5,4.8,7.5,5,7.4,6.8,5.15,7.50,6.36
6,6.6,6,7.9,6.1,6.9,5,6.00,7.25,6.36
4.6,6.6,5.1,7.8,6,7.7,8.7,4.85,7.20,6.64
5.4,6.1,4.8,6.4,4.4,9,6.4,5.10,6.25,6.07
5.5,7.3,5.5,6.4,6.7,8.9,5.9,5.50,6.85,6.60
5.3,4.6,5.4,5.9,7.3,8.8,5.6,5.35,5.25,6.13
5.3,7.3,5.2,7.1,7.3,6.7,6.2,5.25,7.20,6.44
6,6.1,5.9,6.8,6.7,7.1,6.4,5.95,6.45,6.43
6.6,7.2,5.5,6.4,5,7.4,7.4,6.05,6.80,6.50
5.4,5.6,5.3,6.8,6.7,8.4,7.8,5.35,6.20,6.57
4.5,6.1,5.8,7.9,6.2,8.3,6.7,5.15,7.00,6.50
5.7,6.3,6.5,5.4,5.2,6,9.1,6.10,5.85,6.31
5.4,6.5,5.7,6.4,5.6,7.5,6,5.55,6.45,6.16
6.2,5,6,7.3,5.1,7.5,6.8,6.10,6.15,6.27
6.1,6.4,5.7,6.4,6.7,9,7.2,5.90,6.40,6.79
6.8,6.1,5.5,5.9,6.4,9.2,6.2,6.15,6.00,6.59
6,6.3,5.1,8.4,6.8,7,5.3,5.55,7.35,6.41
6.2,6.3,4.7,7.6,4.3,5.9,7,5.45,6.95,6.00
6.7,6.4,5.7,5.4,4.7,6.2,8,6.20,5.90,6.16
5.5,6.9,5.6,7,5.3,5.7,8.2,5.55,6.95,6.31
6.5,5.9,6.3,6.8,5.1,9,6.8,6.40,6.35,6.63
6.7,5.8,4.8,6.6,5.6,8,8.1,5.75,6.20,6.51
5.6,5.3,6,7.1,5.7,8.1,6.6,5.80,6.20,6.34
5.7,7.2,4.9,7.4,5.9,7.6,7,5.30,7.30,6.53
4.4,6.1,5.8,5.8,6.4,6.5,6.8,5.10,5.95,5.97
6.5,5.6,5.1,6.1,6.2,7.1,5.7,5.80,5.85,6.04
5.8,6,5,7.2,7.1,6.1,7.8,5.40,6.60,6.43
5.8,6.4,4.2,6.2,6.5,8,6.1,5.00,6.30,6.17
6,6.2,3.9,6.6,6,6,5.5,4.95,6.40,5.74
5.8,5.5,5.5,5.8,7,8.2,7.9,5.65,5.65,6.53
5.7,6.4,5.1,6.2,6.1,6.1,6,5.40,6.30,5.94
5.1,5.7,6.4,6,6.1,6.8,7.7,5.75,5.85,6.26
6.2,7.3,5.3,5.4,6,6.6,7.6,5.75,6.35,6.34
5.5,6.6,4.8,6.4,5.9,6.9,7.8,5.15,6.50,6.27
5.6,6.4,4.7,5.4,5.5,7.1,6.3,5.15,5.90,5.86
6.8,7.4,5,6.8,5.3,7.4,5.8,5.90,7.10,6.36
5.2,5.1,5,6.3,6.1,6,6.4,5.10,5.70,5.73
5.7,5.7,5.3,7.8,6,6.1,6.5,5.50,6.75,6.16
4.9,5.2,6.6,5.2,6.4,6.1,7.2,5.75,5.20,5.94
5,5.4,5.7,7.3,6.8,6.9,6.7,5.35,6.35,6.26
6.6,5.3,6,5.5,5.9,7.3,7.9,6.30,5.40,6.36
5.7,5.8,5.6,6.5,5.9,6.6,8.9,5.65,6.15,6.43
5.7,6.7,5.2,6.6,5.6,7.6,7.4,5.45,6.65,6.40
6.8,5.5,5.5,7.7,5.7,7.7,7.5,6.15,6.60,6.63
4.7,6.3,5.9,7,5.6,8.9,6.6,5.30,6.65,6.43
5.9,6.3,5.7,6.7,5.7,5,7.2,5.80,6.50,6.07
4.9,4.6,5,6.9,6,7.4,7.7,4.95,5.75,6.07
5.7,6.7,5.1,4.4,6.3,8.8,7.3,5.40,5.55,6.33
5.9,7.1,5.4,5.2,7.4,7.6,7.6,5.65,6.15,6.60
5.2,7.1,4.6,5.8,6,8.8,7.6,4.90,6.45,6.44
5.5,6.1,5.4,6.6,5.5,7.2,6.7,5.45,6.35,6.14
6.1,6.9,6.6,5.9,5.7,6.2,7.3,6.35,6.40,6.39
5.5,5.6,5.8,7.2,6.2,8,7.2,5.65,6.40,6.50
6.1,5.8,4.8,6.7,5.3,8.5,6.6,5.45,6.25,6.26
6.3,5.5,5.4,6.4,5.9,8.5,6.9,5.85,5.95,6.41
5.8,7.2,5.1,7.2,5.7,8.2,7.2,5.45,7.20,6.63
5.6,7,5.7,5.8,5.7,6.1,6.5,5.65,6.40,6.06
6.2,6.4,5.1,7.6,5.6,7.1,7.5,5.65,7.00,6.50
4.5,6.5,4.9,5.1,6,8.3,6.7,4.70,5.80,6.00
5.7,5.9,5.5,6,6.8,6.7,6,5.60,5.95,6.09
5.4,5.1,6,6.5,6.8,7.6,6.4,5.70,5.80,6.26
5.6,6,4.5,5.5,4.8,7.2,6.3,5.05,5.75,5.70
5.9,5.9,5.2,6.5,6.4,7.8,7.6,5.55,6.20,6.47
5.9,4.5,4.6,6.3,7.1,6.9,9.2,5.25,5.40,6.36
5.6,5.9,5.8,7.2,6.6,7.6,6.8,5.70,6.55,6.50
6.1,6.7,6.1,7,6.7,6.6,8.1,6.10,6.85,6.76
5.4,5,5,7,6.3,7,7,5.20,6.00,6.10
5.1,6.1,5.3,6.6,5.7,8.3,6.2,5.20,6.35,6.19
6.9,6.2,4.6,6.3,4.9,6,7.2,5.75,6.25,6.01
5.2,6.5,4.5,5.1,5.6,8.6,7,4.85,5.80,6.07
5.2,6.4,6,6,6,7.8,7.5,5.60,6.20,6.41
5.7,7,5.6,5.7,5.9,8.3,7.4,5.65,6.35,6.51
4.6,5.1,4.8,6.7,6.5,7.7,8,4.70,5.90,6.20
5.7,7,4.9,5.2,4.7,6.3,7.5,5.30,6.10,5.90
5.2,6,6.1,7,7.5,7.1,7.6,5.65,6.50,6.64
6.2,7.4,5.4,7,4.6,6.5,5.8,5.80,7.20,6.13
5.6,6.9,4.5,5.9,5.7,9.3,6.4,5.05,6.40,6.33
6.8,6.6,5,6.4,4.7,7.2,8.1,5.90,6.50,6.40
5.9,5.9,4.7,5.2,6.8,7.2,6.9,5.30,5.55,6.09
5,6.4,5.2,6.7,5.2,8.2,7.5,5.10,6.55,6.31
5.9,5.1,6.4,6.8,6.2,7.3,7.9,6.15,5.95,6.51
5.9,7,5.5,4.6,5.5,7.8,5.6,5.70,5.80,5.99
5.5,6.1,6.9,6.6,6.8,8.5,8.3,6.20,6.35,6.96
5,6.5,5.6,5.9,5.8,6.8,6.2,5.30,6.20,5.97
6.8,8.3,6.4,6.7,6.1,7.7,6.9,6.60,7.50,6.99
5.9,6.2,5.9,7.9,4.3,9,6.6,5.90,7.05,6.54
5.1,7.6,6,5,5.9,7.4,7.6,5.55,6.30,6.37
6.1,6.8,5.2,6.8,5.8,6.6,5.4,5.65,6.80,6.10
5.1,6.4,6.5,6.3,5.2,5.6,8.1,5.80,6.35,6.17
5.8,6.5,5.4,6.4,5.7,6.8,7.6,5.60,6.45,6.31
4.6,6.7,6,7.1,5.2,6.5,6.1,5.30,6.90,6.03
6.8,7.8,5.8,6.1,6.3,8.2,6.7,6.30,6.95,6.81
5.3,5.7,6.1,5.5,5.6,7.6,8.3,5.70,5.60,6.30
5.5,5.5,5.8,6.5,6,5.9,6.5,5.65,6.00,5.96
6.2,4.7,5.6,5.9,6.1,5.9,7.2,5.90,5.30,5.94
4.9,6.7,5.5,5.9,5.5,6.9,7.1,5.20,6.30,6.07
6,6.7,5.5,7.3,6,6.5,4.6,5.75,7.00,6.09
5.2,6.9,5.9,5.6,6.5,8.6,6.6,5.55,6.25,6.47
6.1,7.9,5,5.8,5.2,7.9,6.2,5.55,6.85,6.30
5.6,5.9,4.5,6.1,5.8,7.7,6.7,5.05,6.00,6.04
4.5,5.5,5.6,5,5.3,5.5,6.2,5.05,5.25,5.37
5.1,6.1,5.2,8.2,6.1,8.4,8.4,5.15,7.15,6.79
4.6,4.6,5.3,6.1,6,6,7.1,4.95,5.35,5.67
5.8,5.4,5.8,6.3,5.3,7.7,6.4,5.80,5.85,6.10
5.1,7.8,5.7,6.5,6.7,8.1,6.1,5.40,7.15,6.57
5.8,4.7,5.6,5,7,6.5,7.6,5.70,4.85,6.03
5.1,5.6,5.6,5.2,6.3,9.5,5.5,5.35,5.40,6.11
5.8,6.1,5.4,5.7,4.7,10,8,5.60,5.90,6.53
6,6.5,5.4,6,6,6.7,5.9,5.70,6.25,6.07
5.6,4.8,5.9,6.1,6.1,7.2,6.7,5.75,5.45,6.06
5.8,5.6,6.3,7.4,6.1,7.6,7.9,6.05,6.50,6.67
4.6,7,5.8,6.5,5.1,8,6.8,5.20,6.75,6.26
5.8,6.2,5.3,7.1,7.1,9.1,5.7,5.55,6.65,6.61
6.1,6.4,4.8,8,5.5,5.9,5.6,5.45,7.20,6.04
6.4,5.7,4.9,7.5,6,8.3,4.9,5.65,6.60,6.24
5.5,7,5.9,5.3,5.3,7.5,7.6,5.70,6.15,6.30
4.7,5.8,6.5,7.5,7.1,8.7,6.5,5.60,6.65,6.69
5.2,7.1,4.9,6.5,5.9,7.8,6,5.05,6.80,6.20
5.1,7,5.3,6.9,6.6,5.8,5.7,5.20,6.95,6.06
4.9,7.6,6.6,6.6,5.9,9.6,7.7,5.75,7.10,6.99
6.6,5.7,4.8,7,5.8,7.5,7.6,5.70,6.35,6.43
4.9,5.7,5.8,6.5,6.2,7.4,7,5.35,6.10,6.21
5.1,6.3,5.1,6.2,6,8,7.4,5.10,6.25,6.30
4.8,6.1,6.4,5.5,5.8,8.5,7.4,5.60,5.80,6.36
6.4,6.8,5,5.9,6.2,7.6,5.2,5.70,6.35,6.16
6.4,6.2,6.5,6,7.3,8.5,6,6.45,6.10,6.70
5.8,6,5,5.3,5.4,6.3,8.7,5.40,5.65,6.07
6.4,6.7,5.2,6.8,5.4,7.2,5.2,5.80,6.75,6.13
6.1,4.9,5.8,7.2,6.4,8.7,5.8,5.95,6.05,6.41
6.4,6.2,4.9,7.3,5.5,6.3,7.1,5.65,6.75,6.24
5.1,5.7,6,6.9,4.9,6.1,5.9,5.55,6.30,5.80
5.8,7.3,5.7,8.2,7.8,8.1,5.7,5.75,7.75,6.94
5.3,5.5,5.2,7.5,5.9,8.3,6.6,5.25,6.50,6.33
7.1,5.6,5.6,6.2,5.3,6.5,5.9,6.35,5.90,6.03
5.8,6.3,4.4,5.6,6.2,6.4,7.1,5.10,5.95,5.97
4.9,6.4,6.5,5.7,5.7,6.7,6.2,5.70,6.05,6.01
6.5,6.4,5.9,7.6,6.2,7,7.2,6.20,7.00,6.69
6.2,6.1,5.4,6.8,5.2,9.4,7.9,5.80,6.45,6.71
5.2,5.2,5.1,7.2,6,7.4,5.9,5.15,6.20,6.00
5.2,7.2,5.3,6.6,5.3,5.4,6.1,5.25,6.90,5.87
6.1,6.7,4.2,4.8,4.9,6.1,7.5,5.15,5.75,5.76
5.1,4.9,5.3,5.6,6.7,8.7,8.4,5.20,5.25,6.39
6,3.8,5.1,6.6,5.6,8.4,6.5,5.55,5.20,6.00
6.2,6.7,5.2,6.9,5.8,7.5,8,5.70,6.80,6.61
4.5,5.2,5,6.3,6.3,8.7,6.5,4.75,5.75,6.07
6.4,7,5,4.8,5.5,7.9,8.4,5.70,5.90,6.43
6.3,6.5,6.4,6.2,6.1,5.8,7.9,6.35,6.35,6.46
5.2,6.9,6,6.7,6.8,7.6,8.5,5.60,6.80,6.81
5.7,6,4.8,6.2,6.6,6.6,6.2,5.25,6.10,6.01
4.6,6.8,6.4,5.6,4.3,7.1,8.4,5.50,6.20,6.17
5.2,7.1,5,5.6,5.4,7.3,6.1,5.10,6.35,5.96
6,6.8,5.4,6.9,5.3,8,6.1,5.70,6.85,6.36
5.8,5.3,4.7,5.1,5.5,8,6.6,5.25,5.20,5.86
5.2,5.3,4.6,4.9,5.3,6.5,6.8,4.90,5.10,5.51
5.6,5.7,5.1,7.1,5,5.7,5.1,5.35,6.40,5.61
4.9,5.5,5.2,7.2,6.5,8.7,7,5.05,6.35,6.43
5.5,5.4,5,4.9,5.3,8.1,5.4,5.25,5.15,5.66
5.8,6.7,5.9,7.4,5.5,8.3,7.1,5.85,7.05,6.67
4.8,6.5,4.2,6.8,5.3,7.8,6.7,4.50,6.65,6.01
4.4,5.1,6.6,7.3,4.8,7.8,6.7,5.50,6.20,6.10
5.9,5.4,5.4,7,6.6,7.7,6.7,5.65,6.20,6.39
5.2,5.3,5.7,5.5,6,7.6,6.7,5.45,5.40,6.00
5.2,7.6,5.2,6.4,4.2,7.8,6.2,5.20,7.00,6.09
5.8,8,6,6.1,5.2,7.7,9.1,5.90,7.05,6.84
6.3,6.2,5.9,7,5.2,9.7,6.5,6.10,6.60,6.69
4,5.2,6,6.2,6,8.1,7.3,5.00,5.70,6.11
5.5,5.8,5.7,6.7,5.8,7.2,6,5.60,6.25,6.10
4.6,7.2,5.8,7.9,5.8,7.9,8,5.20,7.55,6.74
4.8,6.3,5.3,5.7,6.2,6.5,6.3,5.05,6.00,5.87
5.3,4.5,4.9,5,4.6,7.4,7.6,5.10,4.75,5.61
5.8,6.1,5.1,5.2,5.1,8.9,7,5.45,5.65,6.17
5.9,4.7,5.9,5.9,7.2,7.1,8,5.90,5.30,6.39
6,5.4,4.5,6.9,5.5,8.3,7,5.25,6.15,6.23
6,7.3,5.6,7.4,5,6.5,6.2,5.80,7.35,6.29
5,6.1,5.7,7.5,6.3,8,6.2,5.35,6.80,6.40
6.3,7.1,5.7,8.5,6.9,7.1,6.7,6.00,7.80,6.90
5.2,7.4,5.6,7.5,5,7,7.1,5.40,7.45,6.40
5.6,7.5,5,6.9,5.1,7.5,6.2,5.30,7.20,6.26
5.7,5.8,5.8,6.7,6,5.7,7.2,5.75,6.25,6.13
5.8,5.2,5.5,7.1,5.7,7.6,7.7,5.65,6.15,6.37
6.1,5.8,4.6,6,6,5.5,6.6,5.35,5.90,5.80
6,7.1,6.5,8.9,5.9,6,7.8,6.25,8.00,6.89
4.2,5.3,4.7,6.4,5.1,7.1,8,4.45,5.85,5.83
5,5.7,4.8,5.9,5.5,7.4,7.3,4.90,5.80,5.94
5.8,6.6,6,6.8,6.7,6.1,5.7,5.90,6.70,6.24
5.9,7,6.5,6.3,4.5,6.9,7.2,6.20,6.65,6.33
6,6.2,5.7,6.8,6.8,7.3,7.7,5.85,6.50,6.64
6.2,6.6,6,6.7,6.4,5.9,6.6,6.10,6.65,6.34
5.8,5.7,5.9,7.1,6,8,7.1,5.85,6.40,6.51
5.1,6.7,5.1,7.8,5.2,8.4,6.9,5.10,7.25,6.46
4.8,6.6,4.7,6.9,5.7,7.6,7.7,4.75,6.75,6.29
4.5,5.7,5.4,5.5,5.6,7,6.7,4.95,5.60,5.77
4.5,7.2,6,5.2,5.3,7.4,6.6,5.25,6.20,6.03
6.6,7.4,4.9,6.6,6.2,7.4,7.6,5.75,7.00,6.67
6.4,6.6,5.9,7.1,5.7,7.6,7.5,6.15,6.85,6.69
5.6,6.6,5.4,6.3,6,7.4,8.2,5.50,6.45,6.50
4.8,6.4,6.3,5.7,6.3,7.2,7.3,5.55,6.05,6.29
6.2,6.9,5.4,6.7,5.1,8.8,5.9,5.80,6.80,6.43
6.2,6.1,5.7,6,6.2,9.3,6.9,5.95,6.05,6.63
5.1,7.3,6.9,5.8,5.9,8.6,7.1,6.00,6.55,6.67
5.9,6.4,5,7.2,6.4,9.2,7.8,5.45,6.80,6.84
5.7,6.7,5.1,5.9,5.2,7.1,7,5.40,6.30,6.10
5.1,6.5,5.8,5.5,6,8.2,5.2,5.45,6.00,6.04
5.8,7.7,4.5,6.1,6,6.9,7,5.15,6.90,6.29
6.5,7.1,5.6,7,6.3,7.1,6.1,6.05,7.05,6.53
6.5,5.8,5.7,5.3,5.3,7.7,6.3,6.10,5.55,6.09
6.4,6.1,6.2,5.7,6,6.1,6.8,6.30,5.90,6.19
5.3,6,5.2,5.3,5,6.7,5.6,5.25,5.65,5.59
4.5,6.5,5.1,5.4,6.2,7,4.7,4.80,5.95,5.63
5.9,6.3,4.1,6.1,6.8,6.8,7.1,5.00,6.20,6.16
5.8,5.9,5.6,5.1,5.1,8.2,8,5.70,5.50,6.24
4.8,5.3,6.8,6.7,7.2,7.9,6.7,5.80,6.00,6.49
5,7.6,4.9,5.3,7.2,7.6,6.3,4.95,6.45,6.27
5.6,6.1,4.7,6.8,5.2,6.1,7.6,5.15,6.45,6.01
5.9,5.8,6.1,7.1,6.1,7.9,6.3,6.00,6.45,6.46
4.8,6.2,5.7,5.2,5.8,6.4,6.9,5.25,5.70,5.86
6.1,4.9,5.3,7.4,5.6,6.5,7.6,5.70,6.15,6.20
5.4,6.2,6.3,7.8,5.6,8.8,7.4,5.85,7.00,6.79
5.7,4.8,6,6.7,6.9,5.8,7.8,5.85,5.75,6.24
5.2,5.4,6,5.6,6.2,8,7.4,5.60,5.50,6.26
5.4,6.2,5,7,5.8,7.2,8,5.20,6.60,6.37
6.3,6,6.2,6.1,6.1,8,6.1,6.25,6.05,6.40
4.9,7.1,4.7,7.3,6.9,8.4,5.7,4.80,7.20,6.43
5.7,6.8,4.8,7.9,5.8,7.2,6.6,5.25,7.35,6.40
5.8,5.7,4.5,5.4,6.3,7.4,7.3,5.15,5.55,6.06
5,6.8,4.5,5.7,5.5,7.9,6.9,4.75,6.25,6.04
5.8,6.2,5.1,6.7,6.3,7.8,7.3,5.45,6.45,6.46
5.2,6.4,5.7,5.8,6.5,6.3,6.7,5.45,6.10,6.09
5,6.9,5.6,6.6,5.2,7.4,6.2,5.30,6.75,6.13
5.5,6.9,5.3,7.6,6.9,9.2,7.3,5.40,7.25,6.96
5.5,6.1,5.2,6.2,5.6,6.6,7.1,5.35,6.15,6.04
6.2,5.6,4.8,7.5,6.5,8.1,5.3,5.50,6.55,6.29
4.7,5,5.4,6.6,5,9.2,6.2,5.05,5.80,6.01
6.7,6.9,5.8,5.6,5.6,8.2,6.5,6.25,6.25,6.47
5.7,5.7,6,7.8,5.4,8.8,5.5,5.85,6.75,6.41
5.5,6.2,5.4,7.2,6.4,8.8,7.6,5.45,6.70,6.73
4.8,5.9,6.5,5.3,6.1,8.5,5.1,5.65,5.60,6.03
6.4,7.9,7.1,6.5,7.1,5.9,5.8,6.75,7.20,6.67
4.2,5.8,4.4,7.1,6.4,6.8,5.4,4.30,6.45,5.73
4.8,5.3,4.9,6.7,6.7,6.2,6.4,4.85,6.00,5.86
5,6.2,4.3,7.5,6.5,7.5,6.1,4.65,6.85,6.16
6.3,7.4,4.9,6.6,7.4,6.7,7.3,5.60,7.00,6.66
5.6,4.7,5.6,7.3,5.6,7.9,6.6,5.60,6.00,6.19
5.5,5.5,4.9,6.4,6.6,7.8,5.6,5.20,5.95,6.04
4.9,6,4.7,6.2,6,6.7,6.8,4.80,6.10,5.90
4.4,6,6.1,6.5,7.6,7.1,7.2,5.25,6.25,6.41
5.4,6.1,6.3,6.7,4.2,7,7.6,5.85,6.40,6.19
5.1,5.8,6,6.6,5.6,6.8,7.2,5.55,6.20,6.16
5.9,4.9,5.8,6.7,5.5,7.7,7.2,5.85,5.80,6.24
5.2,7.5,4.6,6.3,4.9,7.2,6.9,4.90,6.90,6.09
6.1,6,6,7.1,6.9,8.3,6.3,6.05,6.55,6.67
5.3,5.7,5.6,6.6,5.6,8.2,6,5.45,6.15,6.14
4.5,6.2,4.2,6.9,5.3,5.6,7.7,4.35,6.55,5.77
5.7,6.1,5.3,4.4,6.8,6,6.3,5.50,5.25,5.80
6.1,6.4,5.5,5.8,4.6,8.1,8.5,5.80,6.10,6.43
4.4,6.2,5.2,7.6,5.5,8.1,7.6,4.80,6.90,6.37
6.3,5.9,6.5,5.7,6.7,7.4,8.1,6.40,5.80,6.66
5.2,5.7,5.5,5.7,4.9,8.1,7.6,5.35,5.70,6.10
6.1,6.3,6.5,7.7,4.9,8.2,7.5,6.30,7.00,6.74
6.1,7.4,6,5.9,5.8,6.7,6.2,6.05,6.65,6.30
5.5,5.2,6.7,7.5,5.4,5.6,6.9,6.10,6.35,6.11
4.9,6.1,6.4,7.3,6.8,7.7,6.5,5.65,6.70,6.53
5.8,6.1,5,6.7,5.7,7.1,7.3,5.40,6.40,6.24
5.9,5.8,5.4,7.8,5.3,7.3,8.3,5.65,6.80,6.54
5.5,5.9,5.1,5.7,5.7,7.7,6.7,5.30,5.80,6.04
4.8,6.1,5.9,7.4,5.8,7.5,7.4,5.35,6.75,6.41
5.8,6.4,5.6,7.7,5.4,7.2,5.1,5.70,7.05,6.17
5.7,6.3,5.5,6.6,5.2,7.6,7.5,5.60,6.45,6.34
5.5,5.8,6,6.5,6.6,7.9,6.4,5.75,6.15,6.39
5.3,6,5.6,5.8,5.3,8.5,6.1,5.45,5.90,6.09
5.5,7.6,5.5,8,5.9,7.8,7.5,5.50,7.80,6.83
5.5,6.1,6.4,7.6,6.7,7.1,6.2,5.95,6.85,6.51
5.9,5.8,5,6.6,5,8.9,7.6,5.45,6.20,6.40
6.1,7.1,4.9,7.2,5.4,8.5,6.7,5.50,7.15,6.56
5,6,4.8,7.8,5.2,7.1,6,4.90,6.90,5.99
5.8,6.9,4.7,5.5,4.8,8.3,8.3,5.25,6.20,6.33
5.3,7.7,5.9,6.7,5.5,6.4,8,5.60,7.20,6.50
6,7.1,5.8,6.4,5.8,8.8,7.1,5.90,6.75,6.71
6.3,6.7,5.8,7,7.3,7.8,6.7,6.05,6.85,6.80
5.1,5.3,6.1,6.5,6.4,6.3,7,5.60,5.90,6.10
5.3,5,5.1,5.9,6.2,7.4,7,5.20,5.45,5.99
5.5,6,6.6,5.2,6.5,7.8,5.7,6.05,5.60,6.19
5.1,5.8,5.6,6.6,4.9,7.7,8.4,5.35,6.20,6.30
6.9,6.6,5.3,7.4,5.7,7.2,8.3,6.10,7.00,6.77
5.3,5.8,5.3,5.9,6.4,6.5,6.7,5.30,5.85,5.99
6.7,5.4,5.3,7.4,7.5,7.5,5.5,6.00,6.40,6.47
5.8,6.9,5.3,5.9,6.2,6.7,6.7,5.55,6.40,6.21
4.8,5.6,5.4,5.4,6.5,8,6.1,5.10,5.50,5.97
4.8,5.4,6.1,7.7,5.7,5.8,6,5.45,6.55,5.93
6.1,6.8,5.3,7.1,5.3,7.4,7,5.70,6.95,6.43
6.2,6.7,6,5.9,5.5,7.8,6.2,6.10,6.30,6.33
5,5.5,4.9,6.3,7.1,6.5,5.6,4.95,5.90,5.84
5.6,5.9,6.5,5.2,6.6,6.5,7,6.05,5.55,6.19
5.8,6.7,5.4,6.5,4.4,8.1,7.2,5.60,6.60,6.30
5.6,5,5.3,7,5.7,7.4,7.6,5.45,6.00,6.23
5.6,6.8,5.8,5.6,5.9,6.1,6.2,5.70,6.20,6.00
